timestamp, rr, since_start 

1741534370792,997,1756227
1741534371751,946,1757173
1741534372711,933,1758106
1741534372728,870,1758976
1741534373915,853,1759829
1741534374866,910,1760739
1741534375831,1012,1761751
1741534376799,990,1762741
1741534377754,1000,1763741
1741534378709,1035,1764776
1741534379928,1053,1765829
1741534380885,1076,1766905
1741534381832,1057,1767962
1741534382759,1005,1768967
1741534383749,1004,1769971
1741534384717,1048,1771019
1741534386883,1081,1772100
1741534387840,1069,1773169
1741534388806,1045,1774214
1741534389751,1041,1775255
1741534390722,1042,1776297
1741534391917,1000,1777297
1741534392882,1021,1778318
1741534393827,1054,1779372
1741534394788,1040,1780412
1741534395756,1002,1781414
1741534396719,1022,1782436
1741534397914,1043,1783479
1741534398884,1083,1784562
1741534399843,1076,1785638
1741534400760,1004,1786642
1741534401752,1019,1787661
1741534402712,1054,1788715
1741534403923,1075,1789790
1741534404884,1062,1790852
1741534405832,1019,1791871
1741534406798,996,1792867
1741534407753,1032,1793899
1741534408709,1058,1794957
1741534409910,1047,1796004
1741534410875,1019,1797023
1741534411841,974,1797997
1741534412789,964,1798961
1741534413718,951,1799912
1741534414956,952,1800864
1741534415919,1027,1801891
1741534416881,1068,1802959
1741534418799,1112,1804071
1741534419748,1119,1805190
1741534420956,1122,1806312
1741534421921,1122,1807434
1741534422872,1126,1808560
1741534423837,1121,1809681
1741534424782,1125,1810806
1741534425751,1100,1811906
1741534426950,1107,1813013
1741534428869,1118,1814131
1741534429833,1100,1815231
1741534430798,1127,1816358
1741534431746,1152,1817510
1741534432947,1118,1818628
1741534433904,1097,1819725
1741534434876,1087,1820812
1741534435843,1119,1821931
1741534437753,1130,1823061
1741534438953,1147,1824208
1741534439906,1140,1825348
1741534440883,1133,1826481
1741534441833,1097,1827578
1741534442797,1073,1828651
1741534443751,1127,1829778
1741534444947,1155,1830933
1741534446884,1176,1832109
1741534447835,1173,1833282
1741534448798,1131,1834413
1741534449759,1090,1835503
1741534450953,1077,1836580
1741534451908,1103,1837683
1741534452871,1125,1838808
1741534453840,1136,1839944
1741534455984,1140,1841084
1741534456944,1092,1842176
1741534457922,1034,1843210
1741534458877,1042,1844252
1741534459825,1054,1845306
1741534460795,1057,1846363
1741534461988,1070,1847433
1741534462953,1057,1848490
1741534463913,1036,1849526
1741534464875,1080,1850606
1741534465837,1134,1851740
1741534466789,1133,1852873
1741534467996,1122,1853995
1741534469923,1073,1855068
1741534470886,1041,1856109
1741534471831,1069,1857178
1741534472796,1099,1858277
1741534473998,1115,1859392
1741534474950,1145,1860537
1741534475922,1123,1861660
1741534476878,1082,1862742
1741534477833,1037,1863779
1741534478805,1002,1864781
1741534479992,976,1865757
1741534480958,1011,1866768
1741534481915,1083,1867851
1741534482875,1125,1868976
1741534484798,1107,1870083
1741534485991,1120,1871203
1741534486954,1110,1872313
1741534487914,1063,1873376
1741534488867,1038,1874414
1741534489830,1043,1875457
1741534490806,1048,1876505
1741534491989,1072,1877577
1741534492960,1054,1878631
1741534493906,1029,1879660
1741534494880,1039,1880699
1741534495841,1056,1881755
1741534497028,1068,1882823
1741534497996,1054,1883877
1741534498953,1019,1884896
1741534499920,975,1885871
1741534500872,941,1886812
1741534501847,955,1887767
1741534503278,992,1888759
1741534503993,1030,1889789
1741534504961,1041,1890830
1741534505919,1063,1891893
1741534506871,1056,1892949
1741534507840,1032,1893981
1741534509030,1008,1894989
1741534509998,1022,1896011
1741534511928,1058,1897069
1741534512877,1061,1898130
1741534513839,1061,1899191
1741534515029,1064,1900255
1741534515965,1057,1901312
1741534516927,1035,1902347
1741534517923,1003,1903350
1741534518867,1022,1904372
1741534519831,1019,1905391
1741534521003,1053,1906444
1741534521994,1045,1907489
1741534522959,1076,1908565
1741534523920,1059,1909624
1741534524868,1059,1910683
1741534525830,1050,1911733
1741534527034,1036,1912769
1741534528000,1033,1913802
1741534528950,990,1914792
1741534529923,934,1915726
1741534530875,917,1916643
1741534531837,939,1917582
1741534533033,980,1918562
1741534533989,998,1919560
1741534534956,969,1920529
1741534535912,938,1921467
1741534536880,912,1922379
1741534537845,914,1923293
1741534539027,919,1924212
1741534539982,915,1925127
1741534540947,892,1926019
1741534540963,871,1926890
1741534541922,885,1927775
1741534542884,908,1928683
1741534544070,934,1929617
1741534545045,939,1930556
1741534545994,912,1931468
1741534546953,922,1932390
1741534547916,961,1933351
1741534548878,972,1934323
1741534550062,972,1935295
1741534551033,944,1936239
1741534551996,913,1937152
1741534552929,947,1938099
1741534553903,946,1939045
1741534554879,965,1940010
1741534554896,960,1940970
1741534556066,941,1941911
1741534557042,951,1942862
1741534557996,940,1943802
1741534558961,921,1944723
1741534559915,950,1945673
1741534560883,993,1946666
1741534562072,991,1947657
1741534563045,1023,1948680
1741534563991,1023,1949703
1741534564953,1000,1950703
1741534565922,962,1951665
1741534566882,981,1952646
1741534568314,1018,1953664
1741534569052,1040,1954704
1741534569994,1071,1955775
1741534570948,1063,1956838
1741534571904,974,1957812
1741534572870,990,1958802
1741534574067,1007,1959809
1741534575029,1017,1960826
1741534575988,985,1961811
1741534576958,956,1962767
1741534577915,973,1963740
1741534579110,983,1964723
1741534580065,1026,1965749
1741534581029,1035,1966784
1741534581994,985,1967769
1741534582944,952,1968721
1741534583923,1001,1969722
1741534585106,1011,1970733
1741534586066,1028,1971761
1741534587035,1032,1972793
1741534587996,1000,1973793
1741534588950,1036,1974829
1741534589916,1082,1975911
1741534592070,1107,1977018
1741534593038,1105,1978123
1741534593986,1022,1979145
1741534594949,1042,1980187
1741534595905,1114,1981301
1741534597106,1112,1982413
1741534598068,1078,1983491
1741534599041,1095,1984586
1741534599996,1097,1985683
1741534600956,1082,1986765
1741534601929,1096,1987861
1741534603104,1125,1988986
1741534605037,1154,1990140
1741534605996,1135,1991275
1741534606955,1090,1992365
1741534607925,1085,1993450
1741534609107,1098,1994548
1741534610070,1088,1995636
1741534611040,1087,1996723
1741534612000,1019,1997742
1741534612945,1045,1998787
1741534613932,1092,1999879
1741534616071,1112,2000991
1741534617041,1095,2002086
1741534618001,1145,2003231
1741534618957,1049,2004280
1741534620151,1008,2005288
1741534621103,1039,2006327
1741534622069,1128,2007455
1741534623040,1125,2008580
1741534624006,1135,2009715
1741534624949,1117,2010832
1741534626157,1113,2011945
1741534628071,1039,2012984
1741534629028,1073,2014057
1741534629994,1133,2015190
1741534630957,1152,2016342
1741534632167,1123,2017465
1741534633105,1103,2018568
1741534634075,1022,2019590
1741534635025,1038,2020628
1741534635991,1077,2021705
1741534636955,1132,2022837
1741534639105,1140,2023977
1741534640070,1138,2025115
1741534641033,1142,2026257
1741534641992,1145,2027402
1741534642953,1132,2028534
1741534644155,1108,2029642
1741534645105,1049,2030691
1741534646082,1118,2031809
1741534647038,1082,2032891
1741534648961,1105,2033996
1741534650151,1103,2035099
1741534651107,1081,2036180
1741534652071,1001,2037181
1741534653035,1106,2038287
1741534653998,1087,2039374
1741534654953,1111,2040485
1741534656154,1108,2041593
1741534657104,1054,2042647
1741534658074,987,2043634
1741534659032,1092,2044726
1741534660000,1123,2045849
1741534661201,1083,2046932
1741534662150,987,2047919
1741534664066,1080,2048999
1741534665035,1092,2050091
1741534666003,1074,2051165
1741534667195,1081,2052246
1741534668150,1033,2053279
1741534669106,1018,2054297
1741534670089,1075,2055372
1741534671029,1109,2056481
1741534672001,1079,2057560
1741534673199,1020,2058580
1741534674149,1027,2059607
1741534675109,1084,2060691
1741534676048,1097,2061788
1741534677011,1116,2062904
1741534677999,1049,2063953
1741534680144,1055,2065008
1741534681113,1091,2066099
1741534682070,1099,2067198
1741534683030,1037,2068235
1741534683999,1007,2069242
1741534685196,1016,2070258
1741534686146,1070,2071328
1741534687112,1045,2072373
1741534688070,1068,2073441
1741534689031,1059,2074500
1741534690003,1030,2075530
1741534691197,1095,2076625
1741534692146,1094,2077719
1741534693119,1123,2078842
1741534695026,1117,2079959
1741534696241,1116,2081075
1741534697207,1105,2082180
1741534698143,1119,2083299
1741534699111,1209,2084508
1741534700077,1128,2085636
1741534701033,1065,2086701
1741534702236,1092,2087793
1741534703193,1102,2088895
1741534705117,1104,2089999
1741534706070,1076,2091075
1741534707039,1025,2092100
1741534708242,1046,2093146
1741534709193,1078,2094224
1741534710145,1095,2095319
1741534711117,1082,2096401
1741534712084,1017,2097418
1741534713028,1043,2098461
1741534714203,1102,2099563
1741534715174,1102,2100665
1741534716148,1102,2101767
1741534717122,1082,2102849
1741534719039,1093,2103942
1741534720237,1068,2105010
1741534721188,996,2106006
1741534722149,1062,2107068
1741534723113,1125,2108193
1741534724083,1112,2109305
1741534725025,1141,2110446
1741534726474,1156,2111602
1741534727187,1114,2112716
1741534728151,1073,2113789
1741534730074,1170,2114959
1741534731031,1139,2116098
1741534732236,1132,2117230
1741534733186,1118,2118348
1741534734150,1129,2119477
1741534735124,1086,2120563
1741534736078,1053,2121616
1741534737029,1040,2122656
1741534738245,1079,2123735
1741534739186,1133,2124868
1741534741106,1078,2125946
1741534742072,1066,2127012
1741534743288,1164,2128176
1741534744235,1158,2129334
1741534745182,1092,2130426
1741534746154,1044,2131470
1741534747119,1071,2132541
1741534748077,1095,2133636
1741534749276,1103,2134739
1741534750242,1007,2135746
1741534751189,1064,2136810
1741534753119,1115,2137925
1741534754076,1066,2138991
1741534755284,1041,2140032
1741534756723,1040,2141072
1741534757185,1109,2142181
1741534758160,1105,2143286
1741534759118,1040,2144326
1741534760074,1036,2145362
1741534761282,1095,2146457
1741534762238,1086,2147543
1741534763189,1037,2148580
1741534764151,1053,2149633
1741534765122,1071,2150704
1741534766070,1094,2151798
1741534767287,1068,2152866
1741534768233,1013,2153879
1741534770166,1060,2154939
1741534771117,1103,2156042
1741534772085,1087,2157129
1741534773273,1053,2158182
1741534774234,1074,2159256
1741534775187,1131,2160387
1741534776152,1141,2161528
1741534777129,1150,2162678
1741534778077,1110,2163788
1741534779288,1077,2164865
1741534781192,1094,2165959
1741534782162,1114,2167073
1741534783122,1119,2168192
1741534784321,1107,2169299
1741534785255,1086,2170385
1741534786230,1120,2171505
1741534787188,1139,2172644
1741534788165,1113,2173757
1741534789120,1048,2174805
1741534790325,1048,2175853
1741534792228,1085,2176938
1741534793189,1098,2178036
1741534794152,1125,2179161
1741534795121,1061,2180222
1741534796318,1033,2181255
1741534797278,1019,2182274
1741534798227,1038,2183312
1741534799190,1073,2184385
1741534800150,1064,2185449
1741534801127,1069,2186518
1741534802328,1050,2187568
1741534803275,1021,2188589
1741534804227,1066,2189655
1741534805191,1071,2190726
1741534806161,1005,2191731
