TIME ,VO2/kg  ,VO2   ,VCO2  ,VE     ,RER  ,O2pulse ,RR  ,Vt    ,HR  ,WorkR ,HR  ,VE/VCO2,VE/VO2,PetCO2 
0.542500019,1.67469573,0.133975655,0.124412224,9.807747841,0.928618133,1.480394006,18.43317986,0.532070339,90.5,0,90.5,78.83267212,73.20544434,12.1678009
1.010833263,2.932351351,0.234588116,0.201516911,10.55234814,0.859024405,2.74372077,25.62277603,0.411834687,85.5,0,85.5,52.36457825,44.98244858,17.92051506
1.509166598,3.381682873,0.270534635,0.211624399,11.26326561,0.7822451,2.908974648,22.07357788,0.510260105,93,0,93,53.22290802,41.633358,17.79104614
2.007333279,6.249974728,0.499997973,0.403636336,17.88605118,0.807275951,5.494482994,22.08096504,0.810021281,91,0,91,44.31229019,35.77224731,21.15941048
2.50816679,7.931744099,0.634539545,0.505096138,19.29070854,0.796004176,6.972961903,23.96006584,0.805119157,91,0,91,38.19215393,30.40111351,24.22797775
3.00600028,7.578142166,0.606251359,0.48363018,18.50691986,0.797738731,6.381593227,22.09574699,0.837578356,95,0,95,38.26667786,30.52680969,24.11092186
3.500833511,6.096052647,0.48768422,0.406391442,15.62489319,0.833308578,5.053722382,24.25058937,0.644309819,96.5,0,96.5,38.44789124,32.03895569,24.05977249
4.01483345,4.811531067,0.384922504,0.320866674,13.57126427,0.833587706,4.094920158,25.29183197,0.536586821,94,0,94,42.29565048,35.25713348,22.0672493
4.501665592,4.964782715,0.397182614,0.343096286,15.08207226,0.863825023,4.137319088,26.70318413,0.564804256,96,0,96,43.95871735,37.97264099,21.21439934
5.011665344,5.153800011,0.412304014,0.359330893,15.10118008,0.871519268,4.228759289,31.37254524,0.481350183,97.5,0,97.5,42.02583313,36.6263237,22.03620148
5.503498077,4.447894096,0.355831534,0.310538679,14.82515049,0.872712672,3.668366432,28.46492958,0.520821631,97,0,97,47.74010849,41.66339874,19.58919716
6.022665024,5.53259182,0.442607343,0.394983053,17.75439262,0.892400563,4.470781326,28.89245605,0.614499271,99,0,99,44.94975662,40.1131897,20.66459274
6.504831791,6.987194538,0.558975577,0.520095944,20.69483376,0.930444837,5.646217823,29.03560257,0.712739944,99,0,99,39.79041672,37.02278519,23.3451767
6.812999249,5.128922939,0.410313845,0.383597851,16.1822834,0.934888899,3.964385033,32.44997025,0.498684078,103.5,0,103.5,42.18554306,39.43879318,22.0106926
