sep=,
HRV ANALYSIS RESULTS - 17-Aug-2025 20:14:28
Kubios HRV Scientific Lite
4.2.0
released in June 2025

Analyzed by: Zach -  - 

File name: C:\Users\ZCooper\Documents\GitHub\longcovid\PCS16_V2_RR_clean.csv
Measurement date: xx/xx/xx xx:xx:xx
File type: asciiRR
Channel label: RR data
Data length: 00:10:58 (h:min:s)
Measurement rate: - 

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:03:55-00:08:55,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (low)
  Beats total:                ,         324,
  Beats corrected:            ,           0,
  Beats corrected (%):        ,           0,
  Effective data length (s):  ,         300,
  Effective data length (%):  ,      100.00,


RESULTS FOR A SINGLE SAMPLE

Results Overview              ,
  PNS index:                  ,      0.4398,            ,
  SNS index:                  ,     -0.5706,            ,
  Stress index:               ,      6.2263,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    926.3179,            ,
  SDNN (ms):                  ,     60.1410,            ,
  Mean HR (beats/min):        ,     64.7726,            ,
  SD HR (beats/min):          ,      4.3607,            ,
  Min HR (beats/min):         ,     59.2300,            ,
  Max HR (beats/min):         ,     80.4290,            ,
  RMSSD (ms):                 ,     57.0017,            ,
  NNxx (beats):               ,         139,            ,
  pNNxx (%):                  ,     43.0341,            ,
  SDANN (ms):                 ,         NaN,            ,
  SDNN index (ms):            ,         NaN,            ,
 Geometric parameters         ,
  RR tri index:               ,   15.428571,            ,
  TINN (ms):                  ,    324.0000,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.030000,    0.040000,
  LF (Hz):                    ,    0.133333,    0.136667,
  HF (Hz):                    ,    0.180000,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,    252.5093,    138.6303,
  LF (ms^2):                  ,   2016.6615,   1606.3779,
  HF (ms^2):                  ,   1407.7144,   1634.9928,
  VLF (log):                  ,      5.5314,      4.9318,
  LF (log):                   ,      7.6092,      7.3817,
  HF (log):                   ,      7.2497,      7.3994,
 Relative powers              ,
  VLF (%):                    ,      6.8672,      4.1008,
  LF (%):                     ,     54.8446,     47.5181,
  HF (%):                     ,     38.2839,     48.3646,
 Normalized powers            ,
  LF (n.u.):                  ,     58.8886,     49.5501,
  HF (n.u.):                  ,     41.1067,     50.4327,
 Total power (ms^2):          ,   3677.0434,   3380.5595,
 LF/HF ratio:                 ,      1.4326,      0.9825,


Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   40.368847,            ,
  SD2 (ms):                   ,   74.915837,            ,
  SD2/SD1 ratio:              ,    1.855783,            ,
 Approximate entropy (ApEn):  ,      1.0842,            ,
 Sample entropy (SampEn):     ,      1.6631,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      0.9321,            ,
  alpha 2:                    ,      0.3355,            ,


RR INTERVAL DATA and SPECTRUM ESTIMATES,
                              ,    SAMPLE 1,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,
                              ,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,
                              ,         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),
                              ,     235.254,       1.011,       0.000,      5.0336,       0.000,   1636.3653,            ,            ,            ,
                              ,     236.279,       1.025,       0.003,      1.7358,       0.003,   3277.7709,            ,            ,            ,
                              ,     237.212,       0.933,       0.007,      0.7069,       0.007,   3292.9451,            ,            ,            ,
                              ,     238.101,       0.889,       0.010,     26.8436,       0.010,   3318.4146,            ,            ,            ,
                              ,     239.019,       0.918,       0.013,     11.0409,       0.013,   3354.4520,            ,            ,            ,
                              ,     239.937,       0.918,       0.017,    375.2801,       0.017,   3401.4460,            ,            ,            ,
                              ,     240.846,       0.909,       0.020,    992.7945,       0.020,   3459.9091,            ,            ,            ,
                              ,     241.766,       0.920,       0.023,   1803.0759,       0.023,   3530.4876,            ,            ,            ,
                              ,     242.752,       0.986,       0.027,  14372.7297,       0.027,   3613.9744,            ,            ,            ,
                              ,     243.736,       0.984,       0.030,  24458.2915,       0.030,   3711.3244,            ,            ,            ,
                              ,     244.650,       0.914,       0.033,   7873.3748,       0.033,   3823.6741,            ,            ,            ,
                              ,     245.595,       0.945,       0.037,  18541.1851,       0.037,   3952.3644,            ,            ,            ,
                              ,     246.522,       0.927,       0.040,  14143.9439,       0.040,   4098.9679,            ,            ,            ,
                              ,     247.395,       0.873,       0.043,   7360.2061,       0.043,   4265.3214,            ,            ,            ,
                              ,     248.257,       0.862,       0.047,  15206.8634,       0.047,   4453.5640,            ,            ,            ,
                              ,     249.172,       0.915,       0.050,   4326.7054,       0.050,   4666.1808,            ,            ,            ,
                              ,     250.172,       1.000,       0.053,  11820.3795,       0.053,   4906.0536,            ,            ,            ,
                              ,     251.111,       0.939,       0.057,   3414.3873,       0.057,   5176.5184,            ,            ,            ,
                              ,     252.019,       0.908,       0.060,    310.4100,       0.060,   5481.4294,            ,            ,            ,
                              ,     252.971,       0.952,       0.063,   2270.0008,       0.063,   5825.2292,            ,            ,            ,
                              ,     253.969,       0.998,       0.067,   6087.2868,       0.067,   6213.0207,            ,            ,            ,
                              ,     254.902,       0.933,       0.070,  10808.1763,       0.070,   6650.6397,            ,            ,            ,
                              ,     255.812,       0.910,       0.073,   8784.8426,       0.073,   7144.7165,            ,            ,            ,
                              ,     256.780,       0.968,       0.077,     14.3540,       0.077,   7702.7149,            ,            ,            ,
                              ,     257.780,       1.000,       0.080,   8644.6795,       0.080,   8332.9281,            ,            ,            ,
                              ,     258.702,       0.922,       0.083,   5166.9823,       0.083,   9044.3964,            ,            ,            ,
                              ,     259.594,       0.892,       0.087,   3163.4521,       0.087,   9846.7007,            ,            ,            ,
                              ,     260.530,       0.936,       0.090,   7373.6776,       0.090,  10749.5622,            ,            ,            ,
                              ,     261.505,       0.975,       0.093,  32322.6164,       0.093,  11762.1555,            ,            ,            ,
                              ,     262.512,       1.007,       0.097,  29340.9795,       0.097,  12892.0211,            ,            ,            ,
