timestamp, rr, since_start 

1741540382065,1236,682224
1741540383031,1165,683389
1741540383994,1113,684502
1741540384943,1219,685721
1741540386119,1281,687002
1741540388067,1250,688252
1741540389029,1250,689502
1741540389987,1165,690667
1741540390935,1125,691792
1741540392156,1180,692972
1741540394067,1314,694286
1741540395261,1288,695574
1741540395992,1255,696829
1741540396942,1158,697987
1741540399107,1188,699175
1741540400306,1284,700459
1741540401030,1259,701718
1741540401988,1191,702909
1741540403192,1188,704097
1741540405102,1252,705349
1741540406069,1301,706650
1741540407026,1258,707908
1741540409429,1221,709129
1741540410153,1152,710281
1741540411113,1167,711448
1741540412065,1209,712657
1741540413029,1280,713937
1741540415183,1257,715194
1741540416146,1240,716434
1741540417107,1147,717581
1741540418067,1068,718649
1741540419031,1131,719780
1741540419988,1287,721067
1741540422144,1287,722354
1741540423100,1250,723604
1741540424072,1185,724789
1741540425023,1093,725882
1741540425990,1209,727091
1741540428142,1257,728348
1741540429106,1153,729501
1741540430068,1149,730650
1741540431027,1219,731869
1741540431989,1132,733001
1741540433190,1052,734053
1741540435107,1247,735300
1741540436068,1266,736566
1741540437032,1128,737694
1741540437986,1225,738919
1741540440141,1239,740158
1741540441120,1133,741291
1741540442072,1162,742453
1741540443026,1246,743699
1741540444226,1151,744850
1741540445198,1080,745930
1741540446146,1128,747058
1741540448071,1305,748363
1741540449030,1277,749640
1741540450228,1226,750866
1741540451186,1115,751981
1741540453099,1135,753116
1741540454067,1235,754351
1741540455028,1193,755544
1741540456229,1164,756708
1741540457192,1072,757780
1741540458147,1079,758859
1741540459111,1201,760060
1741540461020,1254,761314
1741540462221,1203,762517
1741540463182,1122,763639
1741540464142,1122,764761
1741540465099,1202,765963
1741540467032,1170,767133
1741540468232,1092,768225
1741540469186,1177,769402
1741540470387,1236,770638
1741540471107,1189,771827
1741540472070,1183,773010
1741540474226,1241,774251
1741540475186,1123,775374
1741540476148,1106,776480
1741540477116,1254,777734
1741540478047,1288,779022
1741540480227,1217,780239
1741540481184,1136,781375
1741540482155,1125,782500
1741540483112,1236,783736
1741540484067,1243,784979
1741540486230,1171,786150
1741540487197,1107,787257
1741540488149,1136,788393
1741540489120,1321,789714
1741540490067,1285,790999
1741540492226,1202,792201
1741540493199,1100,793301
1741540494148,1226,794527
1741540495110,1299,795826
1741540496069,1232,797058
1741540498226,1139,798197
1741540499194,1118,799315
1741540500143,1184,800499
1741540501600,1323,801822
1741540503286,1272,803094
1741540504236,1200,804294
1741540505182,1126,805420
1741540506150,1226,806646
1741540507106,1216,807862
1741540508073,1163,809025
1741540510231,1100,810125
1741540511181,1068,811193
1741540512154,1210,812403
1741540513120,1318,813721
1741540514070,1218,814939
1741540516224,1222,816161
1741540517201,1122,817283
1741540518145,1071,818354
1741540519123,1167,819521
1741540520303,1237,820758
1741540521264,1186,821944
1741540522226,1093,823037
1741540523183,987,824024
1741540525104,1077,825101
1741540526304,1292,826393
1741540527267,1246,827639
1741540528232,1189,828828
1741540529193,1125,829953
1741540531101,1204,831157
1741540532302,1201,832358
1741540533272,1079,833437
1741540534228,1114,834551
1741540535189,1261,835812
1741540536141,1251,837063
1741540538307,1202,838265
1741540539269,1130,839395
1741540540231,1211,840606
1741540541192,1181,841787
1741540542143,1061,842848
1741540544304,1241,844089
1741540545276,1254,845343
1741540546221,1136,846479
1741540547190,1195,847674
1741540548149,1238,848912
1741540549111,1115,850027
1741540551276,1212,851239
1741540552231,1175,852414
1741540553191,1114,853528
1741540554141,1243,854771
1741540555121,1250,856021
1741540557286,1134,857155
1741540558236,1171,858326
1741540559188,1256,859582
1741540560143,1146,860728
1741540561347,1149,861877
1741540563267,1255,863132
1741540564224,1205,864337
1741540565180,1110,865447
1741540566140,1206,866653
1741540567344,1224,867877
1741540569268,1267,869144
1741540570230,1139,870283
1741540571184,1091,871374
1741540572150,1147,872521
1741540573349,1308,873829
1741540575275,1273,875102
1741540576222,1250,876352
1741540577200,1252,877604
1741540578151,1224,878828
1741540579346,1204,880032
1741540581261,1120,881152
1741540582228,1088,882240
1741540583193,1233,883473
1741540584147,1277,884750
1741540585342,1280,886030
1741540587278,1208,887238
1741540588234,1089,888327
1741540589184,1130,889457
1741540590149,1255,890712
1741540591344,1276,891988
1741540593262,1188,893176
1741540594237,1057,894233
1741540595192,1098,895331
1741540596143,1333,896664
1741540597344,1278,897942
1741540599277,1208,899150
1741540600231,1055,900205
1741540601195,1188,901393
1741540602153,1243,902636
1741540603343,1161,903797
1741540604301,1064,904861
1741540605279,1184,906045
1741540607193,1245,907290
1741540608396,1117,908407
1741540609340,1115,909522
1741540610305,1228,910750
1741540611262,1187,911937
1741540612221,1077,913014
1741540614407,1188,914202
1741540615342,1224,915426
1741540616305,1108,916534
1741540617282,1200,917734
1741540618233,1244,918978
1741540620389,1110,920088
1741540621344,1110,921198
1741540622306,1214,922412
1741540623271,1236,923648
1741540624233,1156,924804
1741540625189,1089,925893
1741540627342,1179,927072
1741540628315,1246,928318
1741540629271,1170,929488
1741540630205,1061,930549
1741540631203,1160,931709
1741540632635,1246,932955
1741540634305,1222,934177
1741540635278,1083,935260
1741540636232,1202,936462
1741540637195,1284,937746
1741540638402,1196,938942
1741540639342,1100,940042
1741540641274,1279,941321
1741540642223,1296,942617
1741540643184,1241,943858
1741540644388,1106,944964
1741540646304,1147,946111
1741540647270,1299,947410
1741540648235,1295,948705
1741540649189,1228,949933
1741540651345,1121,951054
1741540652310,1159,952213
1741540653277,1315,953528
1741540654226,1256,954784
1741540655195,1242,956026
1741540657343,1100,957126
1741540658310,1138,958264
1741540659270,1332,959596
1741540660235,1251,960847
1741540661434,1119,961966
1741540663344,1192,963158
1741540664312,1263,964421
1741540665275,1167,965588
1741540666226,1039,966627
1741540667429,1183,967810
1741540669344,1270,969080
1741540670315,1100,970180
1741540671277,1032,971212
1741540672231,1252,972464
1741540673421,1288,973752
1741540674388,1221,974973
1741540676309,1139,976112
1741540677263,1244,977356
1741540678227,1246,978602
1741540679672,1145,979747
1741540680380,1159,980906
1741540682312,1214,982120
1741540683269,1150,983270
1741540684235,1076,984346
1741540685420,1223,985569
1741540686363,1198,986767
1741540687342,1099,987866
1741540688307,1168,989034
1741540690201,1256,990290
1741540691435,1141,991431
1741540692382,1078,992509
1741540693346,1264,993773
1741540694315,1263,995036
1741540696476,1106,996142
1741540697426,1225,997367
1741540698388,1280,998647
1741540699321,1158,999805
1741540701280,1245,1001050
1741540702468,1263,1002313
1741540703432,1200,1003513
1741540704384,1121,1004634
1741540705343,1161,1005795
1741540707278,1313,1007108
1741540708470,1279,1008387
1741540709430,1274,1009661
1741540710380,1163,1010824
1741540711354,1140,1011964
1741540713238,1246,1013210
1741540714478,1290,1014500
1741540715429,1246,1015746
1741540716381,1239,1016985
1741540718316,1154,1018139
1741540719249,1171,1019310
1741540720473,1215,1020525
1741540721431,1223,1021748
1741540722385,1129,1022877
1741540723353,1079,1023956
1741540725265,1156,1025112
1741540726705,1296,1026408
1741540727429,1250,1027658
1741540728390,1141,1028799
1741540729345,1101,1029900
1741540731273,1215,1031115
1741540732479,1233,1032348
1741540733435,1130,1033478
1741540734382,1090,1034568
1741540735346,1106,1035674
1741540736311,1281,1036955
1741540738473,1227,1038182
1741540739437,1165,1039347
1741540740384,1113,1040460
1741540741345,1136,1041596
1741540742307,1244,1042840
1741540744484,1187,1044027
1741540745431,1084,1045111
1741540746386,1206,1046317
1741540747356,1197,1047514
1741540748309,1066,1048580
1741540749516,1144,1049724
1741540750469,1247,1050971
1741540752386,1117,1052088
1741540753346,1197,1053285
1741540754320,1252,1054537
1741540755742,1116,1055653
1741540756472,1177,1056830
1741540758384,1232,1058062
1741540759354,1094,1059156
1741540760309,1096,1060252
1741540761507,1258,1061510
1741540762472,1187,1062697
1741540763423,1089,1063786
1741540764358,1194,1064980
1741540766301,1264,1066244
1741540767506,1163,1067407
1741540768474,1152,1068559
1741540769426,1222,1069781
1741540770381,1153,1070934
1741540772308,1189,1072123
1741540773746,1199,1073322
1741540774463,1112,1074434
1741540775422,1169,1075603
1741540776387,1275,1076878
1741540778310,1199,1078077
1741540779518,1082,1079159
1741540780473,1212,1080371
1741540781423,1212,1081583
1741540782396,1115,1082698
1741540783346,1203,1083901
1741540785508,1228,1085129
1741540786472,1125,1086254
1741540787421,1196,1087450
1741540788388,1220,1088670
1741540789348,1109,1089779
1741540790550,1143,1090922
1741540792474,1287,1092209
1741540793422,1266,1093475
1741540794389,1177,1094652
1741540795346,1295,1095947
1741540797516,1244,1097191
1741540798472,1120,1098311
1741540799423,1203,1099514
1741540800391,1192,1100706
1741540801354,1110,1101816
1741540802557,1060,1102876
1741540804443,1168,1104044
1741540805423,1239,1105283
1741540806391,1192,1106475
1741540807347,1132,1107607
1741540808549,1221,1108828
1741540810469,1185,1110013
1741540811421,1110,1111123
1741540812399,1222,1112345
1741540813347,1168,1113513
1741540814554,1086,1114599
1741540815509,1171,1115770
1741540816474,1190,1116960
1741540818386,1061,1118021
1741540819355,1173,1119194
1741540820784,1233,1120427
1741540821512,1083,1121510
1741540822470,1162,1122672
1741540823424,1282,1123954
1741540825558,1192,1125146
1741540826529,1128,1126274
1741540827508,1270,1127544
1741540828466,1199,1128743
1741540829423,1121,1129864
1741540831596,1185,1131049
1741540832552,1208,1132257
1741540833516,1204,1133461
1741540834469,1133,1134594
1741540835425,1233,1135827
1741540837600,1244,1137071
1741540838544,1216,1138287
1741540839510,1067,1139354
1741540840465,1101,1140455
1741540841425,1283,1141738
1741540843600,1255,1142993
1741540844548,1144,1144137
1741540845512,1199,1145336
1741540846461,1231,1146567
1741540847432,1169,1147736
1741540848383,1239,1148975
1741540850555,1196,1150171
1741540851528,1158,1151329
1741540852464,1218,1152547
1741540853436,1196,1153743
1741540854399,1087,1154830
1741540856550,1217,1156047
1741540857514,1222,1157269
1741540858468,1118,1158387
1741540859434,1166,1159553
1741540860393,1244,1160797
1741540861592,1140,1161937
1741540862561,1021,1162958
1741540864469,1093,1164051
1741540865431,1247,1165298
1741540866633,1293,1166591
1741540867591,1201,1167792
1741540868557,1067,1168859
1741540869519,1067,1169926
1741540871436,1196,1171122
1741540872639,1260,1172382
1741540873568,1220,1173602
1741540874561,1169,1174771
1741540875520,1072,1175843
1741540877429,1199,1177042
1741540878643,1244,1178286
1741540879590,1197,1179483
1741540880545,1092,1180575
1741540881510,1163,1181738
1741540883434,1293,1183031
1741540884632,1236,1184267
1741540885599,1131,1185398
1741540886550,1212,1186610
1741540887511,1264,1187874
1741540889429,1150,1189024
1741540890635,1143,1190167
1741540891596,1260,1191427
1741540892557,1149,1192576
1741540893507,1113,1193689
1741540894465,1250,1194939
1741540896636,1155,1196094
1741540897594,1131,1197225
1741540898553,1244,1198469
1741540899506,1173,1199642
1741540900463,1063,1200705
1741540901431,1220,1201925
1741540903586,1210,1203135
1741540904546,1094,1204229
1741540905504,1227,1205456
1741540906467,1267,1206723
1741540907435,1164,1207887
1741540909593,1101,1208988
1741540910546,1226,1210214
1741540911503,1246,1211460
1741540912469,1177,1212637
1741540913669,1119,1213756
1741540915591,1269,1215025
1741540916545,1253,1216278
